"","atax","atay","trx","try","ataturk","turkiye"
"851",0.502,0.8302,0.5233,-0.1168,0.6661,0.20325
"852",0.5022,0.8161,0.5236,-0.2171,0.65915,0.15325
"853",0.5024,0.8021,0.5221,0.8653,0.65225,0.6937
"854",0.5043,0.7637,0.5245,-0.0306,0.634,0.24695
"855",0.5033,0.7461,0.5262,-0.1089,0.6247,0.20865
"856",0.5035,0.7321,0.5265,-0.2253,0.6178,0.1506
"857",0.5045,0.7166,0.5243,0.8602,0.61055,0.69225
"858",0.5103,0.3776,0.5251,0.8522,0.44395,0.68865
"859",0.5113,0.3579,0.5251,0.8441,0.4346,0.6846
"860",0.5061,0.6785,0.5251,0.8361,0.5923,0.6806
"861",0.5061,0.6569,0.5251,0.8281,0.5815,0.6766
"862",0.5138,0.2939,0.5275,-0.0317,0.40385,0.2479
"863",0.5146,0.2378,0.5266,0.818,0.3762,0.6723
"864",0.5029,0.9979,0.529,-0.0668,0.7504,0.2311
"865",0.5104,0.4904,0.5291,-0.104,0.5004,0.21255
"866",0.5123,0.4605,0.5295,-0.2294,0.4864,0.15005
"867",0.517,0.3254,0.5304,-0.0368,0.4212,0.2468
"868",0.5117,0.6521,0.5305,-0.0769,0.5819,0.2268
"869",0.5116,0.4484,0.5296,0.8099,0.48,0.66975
"870",0.5185,0.2695,0.532,-0.0639,0.394,0.23405
"871",0.5184,0.3439,0.532,-0.086,0.43115,0.223
"872",0.513,0.79,0.5321,-0.102,0.6515,0.21505
"873",0.512,0.9815,0.5324,-0.2325,0.74675,0.14995
"874",0.5117,0.9523,0.5334,-0.0449,0.732,0.24425
"875",0.512,0.9383,0.5335,-0.0941,0.72515,0.2197
"876",0.5122,0.9243,0.5326,0.8018,0.71825,0.6672
"877",0.5124,0.9103,0.5342,-0.055,0.71135,0.2396
"878",0.5126,0.8963,0.5342,-0.061,0.70445,0.2366
"879",0.5128,0.8823,0.5353,-0.2155,0.69755,0.1599
"880",0.513,0.8683,0.5353,-0.2225,0.69065,0.1564
"881",0.523,0.2164,0.5356,-0.2349,0.3697,0.15035
"882",0.5275,0.1378,0.5355,0.7937,0.33265,0.6646
"883",0.5247,0.1117,0.5383,-0.2106,0.3182,0.16385
"884",0.5178,0.8552,0.5376,-0.2336,0.6865,0.152
"885",0.517,0.8389,0.5385,0.7895,0.67795,0.664
"886",0.5172,0.8249,0.5412,-0.2057,0.67105,0.16775
"887",0.5174,0.8109,0.5414,0.7844,0.66415,0.6629
"888",0.5193,0.7723,0.544,-0.1676,0.6458,0.1882
"889",0.5183,0.7548,0.544,-0.1757,0.63655,0.18415
"890",0.5185,0.7408,0.5441,-0.1987,0.62965,0.1727
"891",0.5187,0.7268,0.5448,-0.1837,0.62275,0.18055
"892",0.5191,0.7097,0.5448,-0.1917,0.6144,0.17655
"893",0.5256,0.385,0.5444,0.7813,0.4553,0.66285
"894",0.5254,0.3653,0.5469,-0.1647,0.44535,0.1911
"895",0.5268,0.3529,0.5473,0.7822,0.43985,0.66475
"896",0.5221,0.6761,0.5499,-0.1638,0.5991,0.19305
"897",0.5278,0.3011,0.5502,0.7892,0.41445,0.6697
"898",0.5292,0.2816,0.5528,-0.1639,0.4054,0.19445
"899",0.5286,0.245,0.5531,0.7971,0.3868,0.6751
"900",0.5314,0.2271,0.5556,-0.0928,0.37925,0.2314
"901",0.5325,0.1288,0.5558,-0.162,0.33065,0.1969
"902",0.5261,0.4859,0.557,-0.0757,0.506,0.24065
"903",0.5263,0.465,0.557,-0.0828,0.49565,0.2371
"904",0.5243,0.4579,0.5571,-0.1018,0.4911,0.22765
"905",0.5318,0.3212,0.5571,-0.1199,0.4265,0.2186
"906",0.5221,0.6523,0.5571,-0.1269,0.5872,0.2151
"907",0.534,0.265,0.5561,0.8,0.3995,0.67805
"908",0.5336,0.3369,0.5584,-0.0517,0.43525,0.25335
"909",0.528,0.7988,0.5577,-0.0597,0.6634,0.249
"910",0.5263,0.9929,0.5577,-0.0677,0.7596,0.245
"911",0.5263,0.9745,0.5588,-0.1112,0.7504,0.2238
"912",0.527,0.9472,0.5586,-0.135,0.7371,0.2118
"913",0.5272,0.9332,0.5587,-0.1591,0.7302,0.1998
"914",0.5274,0.9192,0.5601,-0.1441,0.7233,0.208
"915",0.5276,0.9052,0.5601,-0.1521,0.7164,0.204
"916",0.5278,0.8912,0.559,0.8009,0.7095,0.67995
"917",0.528,0.8772,0.5613,-0.0468,0.7026,0.25725
"918",0.5381,0.217,0.562,0.7988,0.37755,0.6804
"919",0.5333,0.7035,0.5643,-0.0469,0.6184,0.2587
"920",0.5415,0.1501,0.5649,0.7957,0.3458,0.6803
"921",0.5328,0.8645,0.5672,-0.049,0.69865,0.2591
"922",0.532,0.8482,0.5679,0.7886,0.6901,0.67825
"923",0.5322,0.8341,0.5702,-0.0521,0.68315,0.25905
"924",0.5324,0.8201,0.5708,0.7805,0.67625,0.67565
"925",0.5343,0.7816,0.5731,-0.0582,0.65795,0.25745
"926",0.5332,0.7641,0.5738,0.7744,0.64865,0.6741
"927",0.5335,0.7501,0.5753,-0.0603,0.6418,0.2575
"928",0.5337,0.7361,0.5761,-0.0673,0.6349,0.2544
"929",0.5339,0.7221,0.5776,-0.0764,0.628,0.2506
"930",0.5404,0.3919,0.5767,0.7703,0.46615,0.6735
"931",0.5404,0.3715,0.5805,-0.0805,0.45595,0.25
"932",0.5406,0.3575,0.5797,0.7682,0.44905,0.67395
"933",0.543,0.3453,0.5835,-0.0816,0.44415,0.25095
"934",0.5328,0.6756,0.5826,0.7681,0.6042,0.67535
"935",0.5433,0.2948,0.5864,-0.0827,0.41905,0.25185
"936",0.5438,0.2759,0.5856,0.766,0.40985,0.6758
"937",0.5441,0.2388,0.5893,-0.0828,0.39145,0.25325
"938",0.5453,0.2227,0.5885,0.7599,0.384,0.6742
"939",0.5457,0.1268,0.5923,-0.0829,0.33625,0.2547
"940",0.5412,0.4918,0.5915,0.7518,0.5165,0.67165
"941",0.5412,0.4727,0.5915,0.7457,0.50695,0.6686
"942",0.5349,0.4658,0.5952,-0.083,0.50035,0.2561
"943",0.547,0.3146,0.5945,0.7396,0.4308,0.66705
"944",0.5488,0.2586,0.5982,-0.0821,0.4037,0.25805
"945",0.5488,0.332,0.5974,0.7355,0.4404,0.66645
"946",0.543,0.8083,0.6011,-0.0812,0.67565,0.25995
"947",0.5409,0.9703,0.6003,0.7354,0.7556,0.66785
"948",0.5415,0.989,0.6018,0.7424,0.76525,0.6721
"949",0.5422,0.9424,0.604,-0.0792,0.7423,0.2624
"950",0.5424,0.9284,0.6032,0.7504,0.7354,0.6768
"951",0.5426,0.9144,0.607,-0.0753,0.7285,0.26585
"952",0.5428,0.9004,0.6062,0.7513,0.7216,0.67875
"953",0.543,0.8863,0.6099,-0.0714,0.71465,0.26925
"954",0.548,0.7063,0.6091,0.7492,0.62715,0.67915
"955",0.5565,0.1554,0.6106,0.7441,0.35595,0.67735
"956",0.5579,0.1174,0.6128,-0.0675,0.33765,0.27265
"957",0.5478,0.8717,0.6136,0.739,0.70975,0.6763
"958",0.547,0.8561,0.6158,-0.0646,0.70155,0.2756
"959",0.5472,0.8421,0.6165,0.7319,0.69465,0.6742
"960",0.5474,0.8281,0.6187,-0.0647,0.68775,0.277
"961",0.5493,0.7888,0.6195,0.7288,0.66905,0.67415
"962",0.5483,0.772,0.6216,-0.0658,0.66015,0.2779
"963",0.5485,0.758,0.6224,0.7287,0.65325,0.67555
"964",0.5487,0.744,0.6246,-0.0658,0.64635,0.2794
"965",0.5489,0.73,0.6253,0.7286,0.63945,0.67695
"966",0.5472,0.7165,0.6275,-0.0659,0.63185,0.2808
"967",0.5501,0.5755,0.6283,0.7285,0.5628,0.6784
"968",0.5551,0.4003,0.6304,-0.058,0.4777,0.2862
"969",0.5554,0.3805,0.6297,-0.064,0.46795,0.28285
"970",0.5556,0.3665,0.6319,-0.049,0.46105,0.29145
"971",0.5558,0.3525,0.6312,0.7284,0.45415,0.6798
"972",0.5582,0.3398,0.6333,-0.042,0.449,0.29565
"973",0.5583,0.2909,0.6342,0.7253,0.4246,0.67975
"974",0.5586,0.2721,0.6363,-0.0371,0.41535,0.2996
"975",0.5594,0.2324,0.6371,0.7212,0.3959,0.67915
"976",0.554,0.6896,0.6392,-0.0342,0.6218,0.3025
"977",0.5547,0.503,0.6401,0.7171,0.52885,0.6786
"978",0.5501,0.4827,0.6421,-0.0323,0.5164,0.3049
"979",0.5539,0.438,0.643,0.714,0.49595,0.6785
"980",0.5625,0.1309,0.6451,-0.0314,0.3467,0.30685
"981",0.5585,0.4245,0.646,0.7139,0.4915,0.67995
"982",0.5611,0.3149,0.648,-0.0305,0.438,0.30875
"983",0.5638,0.2238,0.6489,0.7148,0.3938,0.68185
"984",0.5639,0.2542,0.6509,-0.0306,0.40905,0.31015
"985",0.5579,0.8109,0.6518,0.7187,0.6844,0.68525
"986",0.5554,0.9731,0.6539,-0.0317,0.76425,0.3111
"987",0.5563,0.9297,0.6548,0.7237,0.743,0.68925
"988",0.5577,0.9152,0.6568,-0.0338,0.73645,0.3115
"989",0.5579,0.9012,0.6577,0.7286,0.72955,0.69315
"990",0.5581,0.8872,0.6598,-0.0369,0.72265,0.31145
"991",0.5632,0.6773,0.6606,0.7315,0.62025,0.69605
"992",0.562,0.522,0.6627,-0.041,0.542,0.31085
"993",0.5693,0.3318,0.6636,0.7334,0.45055,0.6985
"994",0.5716,0.1598,0.6657,-0.0491,0.3657,0.3083
"995",0.5722,0.1182,0.6665,0.7333,0.3452,0.6999
"996",0.5629,0.8737,0.6686,-0.0532,0.7183,0.3077
"997",0.5621,0.8572,0.6694,0.7352,0.70965,0.7023
"998",0.5623,0.8432,0.6716,-0.0603,0.70275,0.30565
"999",0.5624,0.8296,0.6724,0.7362,0.696,0.7043
"1000",0.5643,0.7915,0.6745,-0.0634,0.6779,0.30555
"1001",0.5634,0.7731,0.6753,0.7401,0.66825,0.7077
"1002",0.5636,0.7591,0.6775,-0.0655,0.66135,0.306
"1003",0.5638,0.7451,0.6782,0.744,0.65445,0.7111
"1004",0.564,0.7311,0.6804,-0.0656,0.64755,0.3074
"1005",0.5642,0.7171,0.6811,0.7479,0.64065,0.7145
"1006",0.5648,0.7029,0.6834,-0.0647,0.63385,0.30935
"1007",0.5705,0.4127,0.6841,0.7498,0.4916,0.71695
"1008",0.5703,0.3939,0.6863,-0.0618,0.4821,0.31225
"1009",0.5705,0.3799,0.687,0.7507,0.4752,0.71885
"1010",0.5708,0.3659,0.6892,-0.0619,0.46835,0.31365
"1011",0.571,0.3519,0.69,0.7527,0.46145,0.72135
"1012",0.5734,0.2871,0.6922,-0.064,0.43025,0.3141
"1013",0.5734,0.2666,0.6929,0.7506,0.42,0.72175
"1014",0.5718,0.6926,0.6951,-0.0661,0.6322,0.3145
"1015",0.5762,0.1349,0.6958,0.7495,0.35555,0.72265
"1016",0.5721,0.6647,0.6981,-0.0682,0.6184,0.31495
"1017",0.5699,0.5389,0.6988,0.7453,0.5544,0.72205
"1018",0.5771,0.31,0.701,-0.0693,0.44355,0.31585
"1019",0.5779,0.241,0.7017,0.7422,0.40945,0.72195
"1020",0.5746,0.2263,0.704,-0.0704,0.40045,0.3168
"1021",0.5682,0.9614,0.7047,0.7391,0.7648,0.7219
"1022",0.5739,0.6461,0.7069,-0.0695,0.61,0.3187
"1023",0.5731,0.8179,0.7076,0.738,0.6955,0.7228
"1024",0.5707,0.98,0.7098,-0.0675,0.77535,0.32115
"1025",0.5754,0.6296,0.7106,0.7359,0.6025,0.72325
"1026",0.5729,0.9097,0.7128,-0.0656,0.7413,0.3236
"1027",0.5731,0.8956,0.7135,0.7349,0.73435,0.7242
"1028",0.5842,0.3317,0.7157,-0.0617,0.45795,0.327
"1029",0.5867,0.1635,0.7165,0.7338,0.3751,0.72515
"1030",0.588,0.1258,0.7186,-0.0578,0.3569,0.3304
"1031",0.578,0.8807,0.7194,0.7337,0.72935,0.72655
"1032",0.5771,0.8651,0.7216,-0.0539,0.7211,0.33385
"1033",0.5773,0.8511,0.7223,0.7316,0.7142,0.72695
"1034",0.5775,0.8371,0.7245,-0.05,0.7073,0.33725
"1035",0.5794,0.7977,0.7253,0.7315,0.68855,0.7284
"1036",0.5784,0.7811,0.7274,-0.046,0.67975,0.3407
"1037",0.5786,0.767,0.7282,0.7314,0.6728,0.7298
"1038",0.5788,0.753,0.7303,-0.0421,0.6659,0.3441
"1039",0.579,0.739,0.7312,0.7313,0.659,0.73125
"1040",0.5792,0.725,0.7333,-0.0382,0.6521,0.34755
"1041",0.5795,0.711,0.7341,0.7312,0.64525,0.73265
"1042",0.5808,0.5451,0.7362,-0.0363,0.56295,0.34995
"1043",0.5847,0.4054,0.737,0.7311,0.49505,0.73405
"1044",0.5855,0.3919,0.7391,-0.0344,0.4887,0.35235
"1045",0.5857,0.3779,0.74,0.733,0.4818,0.7365
"1046",0.5859,0.3639,0.7421,-0.0335,0.4749,0.3543
"1047",0.5857,0.3504,0.7429,0.7339,0.46805,0.7384
"1048",0.5877,0.2579,0.745,-0.0315,0.4228,0.35675
"1049",0.5883,0.2846,0.7459,0.7368,0.43645,0.74135
"1050",0.5843,0.6961,0.7479,-0.0296,0.6402,0.35915
"1051",0.5834,0.6802,0.7488,0.7408,0.6318,0.7448
"1052",0.5868,0.6655,0.7509,-0.0287,0.62615,0.3611
"1053",0.5923,0.3069,0.7517,0.7467,0.4496,0.7492
"1054",0.5928,0.2354,0.7538,-0.0258,0.4141,0.364
"1055",0.5823,0.9641,0.7546,0.7506,0.7732,0.7526
"1056",0.5884,0.6508,0.7567,-0.0229,0.6196,0.3669
"1057",0.5882,0.8204,0.7576,0.7585,0.7043,0.75805
"1058",0.5882,0.898,0.7597,-0.019,0.7431,0.37035
"1059",0.5995,0.3289,0.7605,0.7625,0.4642,0.7615
"1060",0.6017,0.1666,0.7626,-0.014,0.38415,0.3743
"1061",0.6036,0.1273,0.7634,0.7684,0.36545,0.7659
"1062",0.5921,0.9516,0.7655,-0.0091,0.77185,0.3782
"1063",0.5931,0.8827,0.7663,0.7723,0.7379,0.7693
"1064",0.5922,0.8672,0.7685,-0.0042,0.7297,0.38215
"1065",0.5924,0.8532,0.7693,0.7762,0.7228,0.77275
"1066",0.5926,0.8391,0.7714,-3e-04,0.71585,0.38555
"1067",0.5945,0.7998,0.7722,0.7801,0.69715,0.77615
"1068",0.5935,0.7831,0.7743,0.0036,0.6883,0.38895
"1069",0.5937,0.7691,0.7751,0.7841,0.6814,0.7796
"1070",0.5939,0.7551,0.7772,0.0066,0.6745,0.3919
"1071",0.5941,0.7411,0.778,0.788,0.6676,0.783
"1072",0.5943,0.7271,0.7802,0.0105,0.6607,0.39535
"1073",0.5946,0.713,0.781,0.7939,0.6538,0.78745
"1074",0.6007,0.3904,0.7831,0.0134,0.49555,0.39825
"1075",0.6009,0.3764,0.7839,0.7978,0.48865,0.79085
"1076",0.6011,0.3623,0.786,0.0153,0.4817,0.40065
"1077",0.6013,0.3483,0.7868,0.8058,0.4748,0.7963
"1078",0.6028,0.2707,0.789,0.0172,0.43675,0.4031
"1079",0.6028,0.2503,0.79,0.8164,0.42655,0.8032
"1080",0.5994,0.6976,0.789,0.8097,0.6485,0.79935
"1081",0.5985,0.6822,0.7919,0.0171,0.64035,0.4045
"1082",0.599,0.6295,0.7926,0.8256,0.61425,0.8091
"1083",0.6061,0.2952,0.7948,0.019,0.45065,0.4069
"1084",0.5993,0.6684,0.7956,0.8336,0.63385,0.8146
"1085",0.6096,0.3104,0.7978,0.019,0.46,0.4084
"1086",0.6076,0.2391,0.7985,0.8375,0.42335,0.818
"1087",0.5976,0.9698,0.8007,0.0179,0.7837,0.4093
"1088",0.5989,0.6576,0.8014,0.8424,0.62825,0.8219
"1089",0.6033,0.8217,0.8037,0.0168,0.7125,0.41025
"1090",0.6149,0.3293,0.8043,0.8453,0.4721,0.8248
"1091",0.6168,0.1691,0.8066,0.0167,0.39295,0.41165
"1092",0.6163,0.1215,0.8073,0.8452,0.3689,0.82625
"1093",0.606,0.9533,0.8095,0.0166,0.77965,0.41305
"1094",0.6071,0.8838,0.8102,0.8431,0.74545,0.82665
"1095",0.6073,0.8698,0.8125,0.0165,0.73855,0.4145
"1096",0.6075,0.8558,0.8132,0.839,0.73165,0.8261
"1097",0.6077,0.8418,0.8154,0.0164,0.72475,0.4159
"1098",0.6096,0.8031,0.8161,0.8409,0.70635,0.8285
"1099",0.6086,0.7857,0.8184,0.0223,0.69715,0.42035
"1100",0.6088,0.7717,0.819,0.8489,0.69025,0.83395
"1101",0.609,0.758,0.8213,0.0292,0.6835,0.42525
"1102",0.6085,0.7436,0.822,0.8528,0.67605,0.8374
"1103",0.6075,0.7298,0.8242,0.0332,0.66865,0.4287
"1104",0.6064,0.7159,0.8249,0.8537,0.66115,0.8393
"1105",0.616,0.3775,0.8271,0.0351,0.49675,0.4311
"1106",0.6162,0.3635,0.8278,0.8536,0.48985,0.8407
"1107",0.6164,0.3495,0.8301,0.036,0.48295,0.43305
"1108",0.6184,0.2708,0.8308,0.8525,0.4446,0.84165
"1109",0.6179,0.2516,0.833,0.0359,0.43475,0.43445
"1110",0.6068,0.6991,0.8337,0.8514,0.65295,0.84255
"1111",0.623,0.3071,0.8359,0.0378,0.46505,0.43685
"1112",0.622,0.2896,0.8367,0.8503,0.4558,0.8435
"1113",0.6224,0.244,0.8389,0.0387,0.4332,0.4388
"1114",0.6156,0.9412,0.8396,0.8482,0.7784,0.8439
"1115",0.6181,0.8285,0.8418,0.0406,0.7233,0.4412
"1116",0.6305,0.1903,0.8426,0.8481,0.4104,0.84535
"1117",0.63,0.3316,0.8447,0.0456,0.4808,0.44515
"1118",0.6319,0.1712,0.8455,0.848,0.40155,0.84675
"1119",0.6326,0.1273,0.8477,0.0505,0.37995,0.4491
"1120",0.6211,0.9594,0.8484,0.8479,0.79025,0.84815
"1121",0.62,0.8767,0.8506,0.0564,0.74835,0.4535
"1122",0.6213,0.8622,0.8514,0.8519,0.74175,0.85165
"1123",0.6204,0.8488,0.8535,0.0603,0.7346,0.4569
"1124",0.6196,0.8076,0.8545,0.8705,0.7136,0.8625
"1125",0.6185,0.7933,0.8535,0.8618,0.7059,0.85765
"1126",0.6175,0.7767,0.8536,0.8558,0.6971,0.8547
"1127",0.6313,0.3659,0.8565,0.0632,0.4986,0.45985
"1128",0.6315,0.3519,0.8572,0.8788,0.4917,0.868
"1129",0.6337,0.2729,0.8594,0.0631,0.4533,0.46125
"1130",0.6328,0.2532,0.8601,0.8787,0.443,0.8694
"1131",0.6381,0.3102,0.8623,0.06,0.47415,0.46115
"1132",0.6371,0.2926,0.8631,0.8766,0.46485,0.86985
"1133",0.6296,0.9436,0.8653,0.0529,0.7866,0.4591
"1134",0.6356,0.9298,0.866,0.8715,0.7827,0.86875
"1135",0.6451,0.3351,0.866,0.8614,0.4901,0.8637
"1136",0.647,0.1729,0.8683,0.0448,0.40995,0.45655
"1137",0.6489,0.1288,0.8675,0.8554,0.38885,0.86145
"1138",0.6466,0.3555,0.8682,0.8694,0.50105,0.8688
"1139",0.6487,0.2765,0.8712,0.0387,0.4626,0.45495
"1140",0.6468,0.2579,0.8705,0.8543,0.45235,0.8624
"1141",0.6539,0.1178,0.8742,0.0366,0.38585,0.4554
"1142",0.6532,0.314,0.8734,0.8532,0.4836,0.8633
"1143",0.6521,0.2964,0.8749,0.8461,0.47425,0.8605
"1144",0.6445,0.9475,0.8771,0.0365,0.796,0.4568
"1145",0.6494,0.9313,0.8779,0.839,0.79035,0.85845
"1146",0.6602,0.3394,0.8779,0.833,0.4998,0.85545
"1147",0.6622,0.1743,0.88,0.0404,0.41825,0.4602
"1148",0.6623,0.1299,0.8808,0.8309,0.3961,0.85585
"1149",0.6638,0.281,0.8829,0.0514,0.4724,0.46715
"1150",0.6615,0.2649,0.8822,0.0444,0.4632,0.4633
"1151",0.6555,0.9181,0.8844,0.0593,0.7868,0.47185
"1152",0.6673,0.1216,0.8838,0.8288,0.39445,0.8563
"1153",0.6682,0.3187,0.8858,0.0673,0.49345,0.47655
"1154",0.6672,0.301,0.8875,0.075,0.4841,0.48125
"1155",0.6645,0.9359,0.8867,0.8227,0.8002,0.8547
"1156",0.6748,0.3383,0.8885,0.8139,0.50655,0.8512
"1157",0.6773,0.1756,0.8902,0.0792,0.42645,0.4847
"1158",0.6779,0.2827,0.8912,0.8085,0.4803,0.84985
"1159",0.6702,0.921,0.8931,0.0821,0.7956,0.4876
"1160",0.6713,0.9059,0.8941,0.8114,0.7886,0.85275
"1161",0.6827,0.1272,0.8961,0.083,0.40495,0.48955
"1162",0.6833,0.3242,0.897,0.8103,0.50375,0.85365
"1163",0.6823,0.3064,0.899,0.084,0.49435,0.4915
"1164",0.6924,0.1767,0.8993,0.8082,0.43455,0.85375
"1165",0.6929,0.2911,0.9,0.8012,0.492,0.8506
"1166",0.6845,0.9231,0.902,0.0859,0.8038,0.49395
"1167",0.6864,0.9089,0.9015,0.7951,0.79765,0.8483
"1168",0.6861,0.8944,0.903,0.788,0.79025,0.8455
"1169",0.6977,0.1327,0.9049,0.0858,0.4152,0.49535
"1170",0.6971,0.3278,0.9045,0.781,0.51245,0.84275
"1171",0.6973,0.3138,0.9078,0.0877,0.50555,0.49775
"1172",0.7075,0.1777,0.9074,0.7739,0.4426,0.84065
"1173",0.7079,0.2975,0.9108,0.0876,0.5027,0.4992
"1174",0.701,0.911,0.9104,0.7697,0.806,0.84005
"1175",0.7012,0.897,0.9106,0.6754,0.7991,0.793
"1176",0.7005,0.8813,0.9107,0.6674,0.7909,0.78905
"1177",0.7125,0.3256,0.9107,0.6604,0.51905,0.78555
"1178",0.7164,0.3056,0.9121,0.6844,0.511,0.79825
"1179",0.7172,0.1309,0.9122,0.6523,0.42405,0.78225
"1180",0.7115,0.8722,0.9137,0.0865,0.79185,0.5001
"1181",0.7226,0.1788,0.9133,0.7616,0.4507,0.83745
"1182",0.7163,0.8987,0.9138,0.6921,0.8075,0.80295
"1183",0.7169,0.8844,0.9137,0.6443,0.80065,0.779
"1184",0.7286,0.1414,0.9148,0.7516,0.435,0.8332
"1185",0.7272,0.3381,0.9151,0.6382,0.53265,0.77665
"1186",0.7285,0.3172,0.9167,0.0854,0.52285,0.50105
"1187",0.7242,0.3075,0.9163,0.7435,0.51585,0.8299
"1188",0.732,0.1273,0.9164,0.7033,0.42965,0.80985
"1189",0.7251,0.8662,0.9157,0.6974,0.79565,0.80655
"1190",0.7377,0.1799,0.9178,0.7334,0.4588,0.8256
"1191",0.7314,0.8536,0.9179,0.7254,0.7925,0.82165
"1192",0.731,0.8857,0.9179,0.7173,0.80835,0.8176
"1193",0.7401,0.3516,0.9172,0.7114,0.54585,0.8143
"1194",0.744,0.1392,0.9181,0.6341,0.4416,0.7761
"1195",0.7415,0.3282,0.9196,0.0843,0.53485,0.50195
"1196",0.7418,0.8678,0.9199,0.619,0.8048,0.76945
"1197",0.7529,0.181,0.9211,0.629,0.46695,0.77505
"1198",0.7444,0.8419,0.9211,0.6079,0.79315,0.7645
"1199",0.7518,0.3663,0.9225,0.0822,0.55905,0.50235
"1200",0.7545,0.3435,0.9241,0.6058,0.549,0.76495
"1201",0.7568,0.1374,0.9255,0.0791,0.4471,0.5023
"1202",0.7546,0.8559,0.927,0.6047,0.80525,0.76585
"1203",0.7633,0.38,0.9284,0.075,0.57165,0.5017
"1204",0.7575,0.8273,0.9299,0.6046,0.7924,0.76725
"1205",0.768,0.1822,0.9314,0.0719,0.4751,0.50165
"1206",0.7692,0.1266,0.9329,0.6045,0.4479,0.7687
"1207",0.766,0.3579,0.9343,0.0718,0.56195,0.50305
"1208",0.7738,0.3944,0.9358,0.6034,0.5841,0.7696
"1209",0.7677,0.8409,0.9373,0.0747,0.8043,0.506
"1210",0.7695,0.8131,0.9388,0.6013,0.7913,0.77005
"1211",0.7787,0.3712,0.9402,0.0776,0.57495,0.5089
"1212",0.7831,0.1833,0.9417,0.5992,0.4832,0.77045
"1213",0.784,0.1263,0.9431,0.0765,0.45515,0.5098
"1214",0.7831,0.4095,0.9446,0.0695,0.5963,0.50705
"1215",0.7778,0.7937,0.9447,0.5971,0.78575,0.7709
"1216",0.7798,0.826,0.945,0.4737,0.8029,0.70935
"1217",0.7896,0.3887,0.945,0.4667,0.58915,0.70585
"1218",0.7921,0.4251,0.9465,0.4586,0.6086,0.70255
"1219",0.7879,0.7791,0.9476,0.0664,0.7835,0.507
"1220",0.7866,0.3749,0.9476,0.596,0.58075,0.7718
"1221",0.7965,0.1847,0.9479,0.4787,0.4906,0.7133
"1222",0.8002,0.1296,0.9482,0.4509,0.4649,0.69955
"1223",0.7898,0.8106,0.9505,0.0673,0.8002,0.5089
"1224",0.7996,0.4045,0.9505,0.5959,0.60205,0.7732
"1225",0.7948,0.7953,0.9509,0.4796,0.79505,0.71525
"1226",0.8,0.4393,0.9509,0.4455,0.61965,0.6982
"1227",0.7974,0.765,0.9534,0.0732,0.7812,0.5133
"1228",0.8027,0.3991,0.9535,0.5958,0.6009,0.77465
"1229",0.8069,0.455,0.9538,0.4795,0.63095,0.71665
"1230",0.812,0.1441,0.9539,0.4393,0.47805,0.6966
"1231",0.8054,0.7824,0.9549,0.0882,0.7939,0.52155
"1232",0.8053,0.7494,0.9549,0.0812,0.77735,0.51805
"1233",0.814,0.1203,0.9554,0.4172,0.46715,0.6863
"1234",0.8111,0.4221,0.9547,0.4092,0.6166,0.68195
"1235",0.8022,0.7987,0.9555,0.3992,0.80045,0.67735
"1236",0.8089,0.7338,0.9555,0.3931,0.77135,0.6743
"1237",0.8136,0.4713,0.9564,0.5958,0.64245,0.7761
"1238",0.8177,0.1616,0.9567,0.4784,0.48965,0.71755
"1239",0.8076,0.407,0.9561,0.4333,0.6073,0.6947
"1240",0.8186,0.4387,0.9569,0.4262,0.62865,0.69155
"1241",0.8208,0.1021,0.9578,0.0921,0.46145,0.52495
"1242",0.8152,0.7658,0.9585,0.387,0.7905,0.67275
"1243",0.8193,0.4887,0.9594,0.5937,0.654,0.77655
"1244",0.8222,0.1806,0.9597,0.4773,0.5014,0.7185
"1245",0.8165,0.72,0.9603,0.3489,0.76825,0.6546
"1246",0.8244,0.4541,0.9607,0.092,0.63925,0.52635
"1247",0.8227,0.1422,0.9614,0.3809,0.48245,0.67115
"1248",0.826,0.0824,0.9618,0.3381,0.4542,0.64995
"1249",0.8124,0.782,0.9623,0.5905,0.7972,0.7764
"1250",0.8237,0.504,0.9627,0.5454,0.66385,0.75405
"1251",0.8211,0.7019,0.9625,0.5354,0.7615,0.74895
"1252",0.8224,0.7502,0.9617,0.5314,0.7863,0.74655
"1253",0.8308,0.0645,0.9626,0.4772,0.44765,0.7199
"1254",0.8294,0.1936,0.9629,0.3759,0.5115,0.6694
"1255",0.8281,0.5205,0.9629,0.3588,0.6743,0.66085
"1256",0.8335,0.1574,0.9637,0.0899,0.49545,0.5268
"1257",0.8264,0.6868,0.964,0.5233,0.7566,0.74365
"1258",0.8354,0.0476,0.9632,0.5193,0.4415,0.74125
"1259",0.8316,0.4705,0.9646,0.3688,0.65105,0.6667
"1260",0.8289,0.6721,0.9645,0.3307,0.7505,0.6476
"1261",0.8306,0.5374,0.9653,0.5874,0.684,0.77635
"1262",0.828,0.4449,0.9654,0.5543,0.63645,0.75985
"1263",0.8376,0.0299,0.9655,0.5112,0.43375,0.73835
"1264",0.8208,0.7658,0.9647,0.5072,0.7933,0.73595
"1265",0.8289,0.7356,0.9656,0.4781,0.78225,0.72185
"1266",0.8323,0.7176,0.966,0.3236,0.77495,0.6448
"1267",0.8321,0.6531,0.9666,0.0818,0.7426,0.5242
"1268",0.8336,0.5566,0.9659,0.0778,0.6951,0.52185
